sample_id,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280_od315_of_diluted_wines,proline,target,target_label
10,14.1,2.1600000000000001,2.2999999999999998,18,105,2.9500000000000002,3.3199999999999998,0.22,2.3799999999999999,5.75,1.25,3.1699999999999999,1510,0,class_0
11,14.119999999999999,1.48,2.3199999999999998,16.800000000000001,95,2.2000000000000002,2.4300000000000002,0.26000000000000001,1.5700000000000001,5,1.1699999999999999,2.8199999999999998,1280,0,class_0
12,13.75,1.73,2.4100000000000001,16,89,2.6000000000000001,2.7599999999999998,0.28999999999999998,1.8100000000000001,5.5999999999999996,1.1499999999999999,2.8999999999999999,1320,0,class_0
13,14.75,1.73,2.3900000000000001,11.4,91,3.1000000000000001,3.6899999999999999,0.42999999999999999,2.8100000000000001,5.4000000000000004,1.25,2.73,1150,0,class_0
14,14.380000000000001,1.8700000000000001,2.3799999999999999,12,102,3.2999999999999998,3.6400000000000001,0.28999999999999998,2.96,7.5,1.2,3,1547,0,class_0
15,13.630000000000001,1.8100000000000001,2.7000000000000002,17.199999999999999,112,2.8500000000000001,2.9100000000000001,0.29999999999999999,1.46,7.2999999999999998,1.28,2.8799999999999999,1310,0,class_0
16,14.300000000000001,1.9199999999999999,2.7200000000000002,20,120,2.7999999999999998,3.1400000000000001,0.33000000000000002,1.97,6.2000000000000002,1.0700000000000001,2.6499999999999999,1280,0,class_0
17,13.83,1.5700000000000001,2.6200000000000001,20,115,2.9500000000000002,3.3999999999999999,0.40000000000000002,1.72,6.5999999999999996,1.1299999999999999,2.5699999999999998,1130,0,class_0
18,14.19,1.5900000000000001,2.48,16.5,108,3.2999999999999998,3.9300000000000002,0.32000000000000001,1.8600000000000001,8.6999999999999993,1.23,2.8199999999999998,1680,0,class_0
19,13.640000000000001,3.1000000000000001,2.5600000000000001,15.199999999999999,116,2.7000000000000002,3.0299999999999998,0.17000000000000001,1.6599999999999999,5.0999999999999996,0.95999999999999996,3.3599999999999999,845,0,class_0
20,14.06,1.6299999999999999,2.2799999999999998,16,126,3,3.1699999999999999,0.23999999999999999,2.1000000000000001,5.6500000000000004,1.0900000000000001,3.71,780,0,class_0
21,12.93,3.7999999999999998,2.6499999999999999,18.600000000000001,102,2.4100000000000001,2.4100000000000001,0.25,1.98,4.5,1.03,3.52,770,0,class_0
22,13.710000000000001,1.8600000000000001,2.3599999999999999,16.600000000000001,101,2.6099999999999999,2.8799999999999999,0.27000000000000002,1.6899999999999999,3.7999999999999998,1.1100000000000001,4,1035,0,class_0
23,12.85,1.6000000000000001,2.52,17.800000000000001,95,2.48,2.3700000000000001,0.26000000000000001,1.46,3.9300000000000002,1.0900000000000001,3.6299999999999999,1015,0,class_0
24,13.5,1.8100000000000001,2.6099999999999999,20,96,2.5299999999999998,2.6099999999999999,0.28000000000000003,1.6599999999999999,3.52,1.1200000000000001,3.8199999999999998,845,0,class_0
25,13.050000000000001,2.0499999999999998,3.2200000000000002,25,124,2.6299999999999999,2.6800000000000002,0.46999999999999997,1.9199999999999999,3.5800000000000001,1.1299999999999999,3.2000000000000002,830,0,class_0
26,13.390000000000001,1.77,2.6200000000000001,16.100000000000001,93,2.8500000000000001,2.9399999999999999,0.34000000000000002,1.45,4.7999999999999998,0.92000000000000004,3.2200000000000002,1195,0,class_0
27,13.300000000000001,1.72,2.1400000000000001,17,94,2.3999999999999999,2.1899999999999999,0.27000000000000002,1.3500000000000001,3.9500000000000002,1.02,2.77,1285,0,class_0
28,13.869999999999999,1.8999999999999999,2.7999999999999998,19.399999999999999,107,2.9500000000000002,2.9700000000000002,0.37,1.76,4.5,1.25,3.3999999999999999,915,0,class_0
29,14.02,1.6799999999999999,2.21,16,96,2.6499999999999999,2.3300000000000001,0.26000000000000001,1.98,4.7000000000000002,1.04,3.5899999999999999,1035,0,class_0
30,13.73,1.5,2.7000000000000002,22.5,101,3,3.25,0.28999999999999998,2.3799999999999999,5.7000000000000002,1.1899999999999999,2.71,1285,0,class_0
31,13.58,1.6599999999999999,2.3599999999999999,19.100000000000001,106,2.8599999999999999,3.1899999999999999,0.22,1.95,6.9000000000000004,1.0900000000000001,2.8799999999999999,1515,0,class_0
32,13.68,1.8300000000000001,2.3599999999999999,17.199999999999999,104,2.4199999999999999,2.6899999999999999,0.41999999999999998,1.97,3.8399999999999999,1.23,2.8700000000000001,990,0,class_0
33,13.76,1.53,2.7000000000000002,19.5,132,2.9500000000000002,2.7400000000000002,0.5,1.3500000000000001,5.4000000000000004,1.25,3,1235,0,class_0
34,13.51,1.8,2.6499999999999999,19,110,2.3500000000000001,2.5299999999999998,0.28999999999999998,1.54,4.2000000000000002,1.1000000000000001,2.8700000000000001,1095,0,class_0
35,13.48,1.8100000000000001,2.4100000000000001,20.5,100,2.7000000000000002,2.98,0.26000000000000001,1.8600000000000001,5.0999999999999996,1.04,3.4700000000000002,920,0,class_0
36,13.279999999999999,1.6399999999999999,2.8399999999999999,15.5,110,2.6000000000000001,2.6800000000000002,0.34000000000000002,1.3600000000000001,4.5999999999999996,1.0900000000000001,2.7799999999999998,880,0,class_0
37,13.050000000000001,1.6499999999999999,2.5499999999999998,18,98,2.4500000000000002,2.4300000000000002,0.28999999999999998,1.4399999999999999,4.25,1.1200000000000001,2.5099999999999998,1105,0,class_0
38,13.07,1.5,2.1000000000000001,15.5,98,2.3999999999999999,2.6400000000000001,0.28000000000000003,1.3700000000000001,3.7000000000000002,1.1799999999999999,2.6899999999999999,1020,0,class_0
39,14.220000000000001,3.9900000000000002,2.5099999999999998,13.199999999999999,128,3,3.04,0.20000000000000001,2.0800000000000001,5.0999999999999996,0.89000000000000001,3.5299999999999998,760,0,class_0
40,13.56,1.71,2.3100000000000001,16.199999999999999,117,3.1499999999999999,3.29,0.34000000000000002,2.3399999999999999,6.1299999999999999,0.94999999999999996,3.3799999999999999,795,0,class_0
41,13.41,3.8399999999999999,2.1200000000000001,18.800000000000001,90,2.4500000000000002,2.6800000000000002,0.27000000000000002,1.48,4.2800000000000002,0.91000000000000003,3,1035,0,class_0
42,13.880000000000001,1.8899999999999999,2.5899999999999999,15,101,3.25,3.5600000000000001,0.17000000000000001,1.7,5.4299999999999997,0.88,3.5600000000000001,1095,0,class_0
43,13.24,3.98,2.29,17.5,103,2.6400000000000001,2.6299999999999999,0.32000000000000001,1.6599999999999999,4.3600000000000003,0.81999999999999995,3,680,0,class_0
44,13.050000000000001,1.77,2.1000000000000001,17,107,3,3,0.28000000000000003,2.0299999999999998,5.04,0.88,3.3500000000000001,885,0,class_0
45,14.210000000000001,4.04,2.4399999999999999,18.899999999999999,111,2.8500000000000001,2.6499999999999999,0.29999999999999999,1.25,5.2400000000000002,0.87,3.3300000000000001,1080,0,class_0
46,14.380000000000001,3.5899999999999999,2.2799999999999998,16,102,3.25,3.1699999999999999,0.27000000000000002,2.1899999999999999,4.9000000000000004,1.04,3.4399999999999999,1065,0,class_0
47,13.9,1.6799999999999999,2.1200000000000001,16,101,3.1000000000000001,3.3900000000000001,0.20999999999999999,2.1400000000000001,6.0999999999999996,0.91000000000000003,3.3300000000000001,985,0,class_0
48,14.1,2.02,2.3999999999999999,18.800000000000001,103,2.75,2.9199999999999999,0.32000000000000001,2.3799999999999999,6.2000000000000002,1.0700000000000001,2.75,1060,0,class_0
49,13.94,1.73,2.27,17.399999999999999,108,2.8799999999999999,3.54,0.32000000000000001,2.0800000000000001,8.9000000000000004,1.1200000000000001,3.1000000000000001,1260,0,class_0
50,13.050000000000001,1.73,2.04,12.4,92,2.7200000000000002,3.27,0.17000000000000001,2.9100000000000001,7.2000000000000002,1.1200000000000001,2.9100000000000001,1150,0,class_0
51,13.83,1.6499999999999999,2.6000000000000001,17.199999999999999,94,2.4500000000000002,2.9900000000000002,0.22,2.29,5.5999999999999996,1.24,3.3700000000000001,1265,0,class_0
52,13.82,1.75,2.4199999999999999,14,111,3.8799999999999999,3.7400000000000002,0.32000000000000001,1.8700000000000001,7.0499999999999998,1.01,3.2599999999999998,1190,0,class_0
53,13.77,1.8999999999999999,2.6800000000000002,17.100000000000001,115,3,2.79,0.39000000000000001,1.6799999999999999,6.2999999999999998,1.1299999999999999,2.9300000000000002,1375,0,class_0
54,13.74,1.6699999999999999,2.25,16.399999999999999,118,2.6000000000000001,2.8999999999999999,0.20999999999999999,1.6200000000000001,5.8499999999999996,0.92000000000000004,3.2000000000000002,1060,0,class_0
55,13.56,1.73,2.46,20.5,116,2.96,2.7799999999999998,0.20000000000000001,2.4500000000000002,6.25,0.97999999999999998,3.0299999999999998,1120,0,class_0
56,14.220000000000001,1.7,2.2999999999999998,16.300000000000001,118,3.2000000000000002,3,0.26000000000000001,2.0299999999999998,6.3799999999999999,0.93999999999999995,3.3100000000000001,970,0,class_0
57,13.289999999999999,1.97,2.6800000000000002,16.800000000000001,102,3,3.23,0.31,1.6599999999999999,6,1.0700000000000001,2.8399999999999999,1270,0,class_0
58,13.720000000000001,1.4299999999999999,2.5,16.699999999999999,108,3.3999999999999999,3.6699999999999999,0.19,2.04,6.7999999999999998,0.89000000000000001,2.8700000000000001,1285,0,class_0
59,12.369999999999999,0.93999999999999995,1.3600000000000001,10.6,88,1.98,0.56999999999999995,0.28000000000000003,0.41999999999999998,1.95,1.05,1.8200000000000001,520,1,class_1
60,12.33,1.1000000000000001,2.2799999999999998,16,101,2.0499999999999998,1.0900000000000001,0.63,0.40999999999999998,3.27,1.25,1.6699999999999999,680,1,class_1
61,12.640000000000001,1.3600000000000001,2.02,16.800000000000001,100,2.02,1.4099999999999999,0.53000000000000003,0.62,5.75,0.97999999999999998,1.5900000000000001,450,1,class_1
62,13.67,1.25,1.9199999999999999,18,94,2.1000000000000001,1.79,0.32000000000000001,0.72999999999999998,3.7999999999999998,1.23,2.46,630,1,class_1
63,12.369999999999999,1.1299999999999999,2.1600000000000001,19,87,3.5,3.1000000000000001,0.19,1.8700000000000001,4.4500000000000002,1.22,2.8700000000000001,420,1,class_1
64,12.17,1.45,2.5299999999999998,19,104,1.8899999999999999,1.75,0.45000000000000001,1.03,2.9500000000000002,1.45,2.23,355,1,class_1
65,12.369999999999999,1.21,2.5600000000000001,18.100000000000001,98,2.4199999999999999,2.6499999999999999,0.37,2.0800000000000001,4.5999999999999996,1.1899999999999999,2.2999999999999998,678,1,class_1
66,13.109999999999999,1.01,1.7,15,78,2.98,3.1800000000000002,0.26000000000000001,2.2799999999999998,5.2999999999999998,1.1200000000000001,3.1800000000000002,502,1,class_1
67,12.369999999999999,1.1699999999999999,1.9199999999999999,19.600000000000001,78,2.1099999999999999,2,0.27000000000000002,1.04,4.6799999999999997,1.1200000000000001,3.48,510,1,class_1
68,13.34,0.93999999999999995,2.3599999999999999,17,110,2.5299999999999998,1.3,0.55000000000000004,0.41999999999999998,3.1699999999999999,1.02,1.9299999999999999,750,1,class_1
69,12.210000000000001,1.1899999999999999,1.75,16.800000000000001,151,1.8500000000000001,1.28,0.14000000000000001,2.5,2.8500000000000001,1.28,3.0699999999999998,718,1,class_1
70,12.289999999999999,1.6100000000000001,2.21,20.399999999999999,103,1.1000000000000001,1.02,0.37,1.46,3.0499999999999998,0.90600000000000003,1.8200000000000001,870,1,class_1
71,13.859999999999999,1.51,2.6699999999999999,25,86,2.9500000000000002,2.8599999999999999,0.20999999999999999,1.8700000000000001,3.3799999999999999,1.3600000000000001,3.1600000000000001,410,1,class_1
72,13.49,1.6599999999999999,2.2400000000000002,24,87,1.8799999999999999,1.8400000000000001,0.27000000000000002,1.03,3.7400000000000002,0.97999999999999998,2.7799999999999998,472,1,class_1
73,12.99,1.6699999999999999,2.6000000000000001,30,139,3.2999999999999998,2.8900000000000001,0.20999999999999999,1.96,3.3500000000000001,1.3100000000000001,3.5,985,1,class_1
74,11.960000000000001,1.0900000000000001,2.2999999999999998,21,101,3.3799999999999999,2.1400000000000001,0.13,1.6499999999999999,3.21,0.98999999999999999,3.1299999999999999,886,1,class_1
75,11.66,1.8799999999999999,1.9199999999999999,16,97,1.6100000000000001,1.5700000000000001,0.34000000000000002,1.1499999999999999,3.7999999999999998,1.23,2.1400000000000001,428,1,class_1
76,13.029999999999999,0.90000000000000002,1.71,16,86,1.95,2.0299999999999998,0.23999999999999999,1.46,4.5999999999999996,1.1899999999999999,2.48,392,1,class_1
77,11.84,2.8900000000000001,2.23,18,112,1.72,1.3200000000000001,0.42999999999999999,0.94999999999999996,2.6499999999999999,0.95999999999999996,2.52,500,1,class_1
78,12.33,0.98999999999999999,1.95,14.800000000000001,136,1.8999999999999999,1.8500000000000001,0.34999999999999998,2.7599999999999998,3.3999999999999999,1.0600000000000001,2.3100000000000001,750,1,class_1
79,12.699999999999999,3.8700000000000001,2.3999999999999999,23,101,2.8300000000000001,2.5499999999999998,0.42999999999999999,1.95,2.5699999999999998,1.1899999999999999,3.1299999999999999,463,1,class_1
80,12,0.92000000000000004,2,19,86,2.4199999999999999,2.2599999999999998,0.29999999999999999,1.4299999999999999,2.5,1.3799999999999999,3.1200000000000001,278,1,class_1
81,12.720000000000001,1.8100000000000001,2.2000000000000002,18.800000000000001,86,2.2000000000000002,2.5299999999999998,0.26000000000000001,1.77,3.8999999999999999,1.1599999999999999,3.1400000000000001,714,1,class_1
82,12.08,1.1299999999999999,2.5099999999999998,24,78,2,1.5800000000000001,0.40000000000000002,1.3999999999999999,2.2000000000000002,1.3100000000000001,2.7200000000000002,630,1,class_1
83,13.050000000000001,3.8599999999999999,2.3199999999999998,22.5,85,1.6499999999999999,1.5900000000000001,0.60999999999999999,1.6200000000000001,4.7999999999999998,0.83999999999999997,2.0099999999999998,515,1,class_1
84,11.84,0.89000000000000001,2.5800000000000001,18,94,2.2000000000000002,2.21,0.22,2.3500000000000001,3.0499999999999998,0.79000000000000004,3.0800000000000001,520,1,class_1
85,12.67,0.97999999999999998,2.2400000000000002,18,99,2.2000000000000002,1.9399999999999999,0.29999999999999999,1.46,2.6200000000000001,1.23,3.1600000000000001,450,1,class_1
86,12.16,1.6100000000000001,2.3100000000000001,22.800000000000001,90,1.78,1.6899999999999999,0.42999999999999999,1.5600000000000001,2.4500000000000002,1.3300000000000001,2.2599999999999998,495,1,class_1
87,11.65,1.6699999999999999,2.6200000000000001,26,88,1.9199999999999999,1.6100000000000001,0.40000000000000002,1.3400000000000001,2.6000000000000001,1.3600000000000001,3.21,562,1,class_1
88,11.640000000000001,2.0600000000000001,2.46,21.600000000000001,84,1.95,1.6899999999999999,0.47999999999999998,1.3500000000000001,2.7999999999999998,1,2.75,680,1,class_1
89,12.08,1.3300000000000001,2.2999999999999998,23.600000000000001,70,2.2000000000000002,1.5900000000000001,0.41999999999999998,1.3799999999999999,1.74,1.0700000000000001,3.21,625,1,class_1
90,12.08,1.8300000000000001,2.3199999999999998,18.5,81,1.6000000000000001,1.5,0.52000000000000002,1.6399999999999999,2.3999999999999999,1.0800000000000001,2.27,480,1,class_1
91,12,1.51,2.4199999999999999,22,86,1.45,1.25,0.5,1.6299999999999999,3.6000000000000001,1.05,2.6499999999999999,450,1,class_1
92,12.69,1.53,2.2599999999999998,20.699999999999999,80,1.3799999999999999,1.46,0.57999999999999996,1.6200000000000001,3.0499999999999998,0.95999999999999996,2.0600000000000001,495,1,class_1
93,12.289999999999999,2.8300000000000001,2.2200000000000002,18,88,2.4500000000000002,2.25,0.25,1.99,2.1499999999999999,1.1499999999999999,3.2999999999999998,290,1,class_1
94,11.619999999999999,1.99,2.2799999999999998,18,98,3.02,2.2599999999999998,0.17000000000000001,1.3500000000000001,3.25,1.1599999999999999,2.96,345,1,class_1
95,12.470000000000001,1.52,2.2000000000000002,19,162,2.5,2.27,0.32000000000000001,3.2799999999999998,2.6000000000000001,1.1599999999999999,2.6299999999999999,937,1,class_1
96,11.81,2.1200000000000001,2.7400000000000002,21.5,134,1.6000000000000001,0.98999999999999999,0.14000000000000001,1.5600000000000001,2.5,0.94999999999999996,2.2599999999999998,625,1,class_1
97,12.289999999999999,1.4099999999999999,1.98,16,85,2.5499999999999998,2.5,0.28999999999999998,1.77,2.8999999999999999,1.23,2.7400000000000002,428,1,class_1
98,12.369999999999999,1.0700000000000001,2.1000000000000001,18.5,88,3.52,3.75,0.23999999999999999,1.95,4.5,1.04,2.77,660,1,class_1
99,12.289999999999999,3.1699999999999999,2.21,18,88,2.8500000000000001,2.9900000000000002,0.45000000000000001,2.8100000000000001,2.2999999999999998,1.4199999999999999,2.8300000000000001,406,1,class_1
100,12.08,2.0800000000000001,1.7,17.5,97,2.23,2.1699999999999999,0.26000000000000001,1.3999999999999999,3.2999999999999998,1.27,2.96,710,1,class_1
101,12.6,1.3400000000000001,1.8999999999999999,18.5,88,1.45,1.3600000000000001,0.28999999999999998,1.3500000000000001,2.4500000000000002,1.04,2.77,562,1,class_1
102,12.34,2.4500000000000002,2.46,21,98,2.5600000000000001,2.1099999999999999,0.34000000000000002,1.3100000000000001,2.7999999999999998,0.80000000000000004,3.3799999999999999,438,1,class_1
103,11.82,1.72,1.8799999999999999,19.5,86,2.5,1.6399999999999999,0.37,1.4199999999999999,2.0600000000000001,0.93999999999999995,2.4399999999999999,415,1,class_1
104,12.51,1.73,1.98,20.5,85,2.2000000000000002,1.9199999999999999,0.32000000000000001,1.48,2.9399999999999999,1.04,3.5699999999999998,672,1,class_1
105,12.42,2.5499999999999998,2.27,22,90,1.6799999999999999,1.8400000000000001,0.66000000000000003,1.4199999999999999,2.7000000000000002,0.85999999999999999,3.2999999999999998,315,1,class_1
106,12.25,1.73,2.1200000000000001,19,80,1.6499999999999999,2.0299999999999998,0.37,1.6299999999999999,3.3999999999999999,1,3.1699999999999999,510,1,class_1
107,12.720000000000001,1.75,2.2799999999999998,22.5,84,1.3799999999999999,1.76,0.47999999999999998,1.6299999999999999,3.2999999999999998,0.88,2.4199999999999999,488,1,class_1
108,12.220000000000001,1.29,1.9399999999999999,19,92,2.3599999999999999,2.04,0.39000000000000001,2.0800000000000001,2.7000000000000002,0.85999999999999999,3.02,312,1,class_1
109,11.609999999999999,1.3500000000000001,2.7000000000000002,20,94,2.7400000000000002,2.9199999999999999,0.28999999999999998,2.4900000000000002,2.6499999999999999,0.95999999999999996,3.2599999999999998,680,1,class_1
110,11.460000000000001,3.7400000000000002,1.8200000000000001,19.5,107,3.1800000000000002,2.5800000000000001,0.23999999999999999,3.5800000000000001,2.8999999999999999,0.75,2.8100000000000001,562,1,class_1
111,12.52,2.4300000000000002,2.1699999999999999,21,88,2.5499999999999998,2.27,0.26000000000000001,1.22,2,0.90000000000000002,2.7799999999999998,325,1,class_1
112,11.76,2.6800000000000002,2.9199999999999999,20,103,1.75,2.0299999999999998,0.59999999999999998,1.05,3.7999999999999998,1.23,2.5,607,1,class_1
113,11.41,0.73999999999999999,2.5,21,88,2.48,2.0099999999999998,0.41999999999999998,1.4399999999999999,3.0800000000000001,1.1000000000000001,2.3100000000000001,434,1,class_1
114,12.08,1.3899999999999999,2.5,22.5,84,2.5600000000000001,2.29,0.42999999999999999,1.04,2.8999999999999999,0.93000000000000005,3.1899999999999999,385,1,class_1
115,11.029999999999999,1.51,2.2000000000000002,21.5,85,2.46,2.1699999999999999,0.52000000000000002,2.0099999999999998,1.8999999999999999,1.71,2.8700000000000001,407,1,class_1
116,11.82,1.47,1.99,20.800000000000001,86,1.98,1.6000000000000001,0.29999999999999999,1.53,1.95,0.94999999999999996,3.3300000000000001,495,1,class_1
117,12.42,1.6100000000000001,2.1899999999999999,22.5,108,2,2.0899999999999999,0.34000000000000002,1.6100000000000001,2.0600000000000001,1.0600000000000001,2.96,345,1,class_1
118,12.77,3.4300000000000002,1.98,16,80,1.6299999999999999,1.25,0.42999999999999999,0.82999999999999996,3.3999999999999999,0.69999999999999996,2.1200000000000001,372,1,class_1
119,12,3.4300000000000002,2,19,87,2,1.6399999999999999,0.37,1.8700000000000001,1.28,0.93000000000000005,3.0499999999999998,564,1,class_1
120,11.449999999999999,2.3999999999999999,2.4199999999999999,20,96,2.8999999999999999,2.79,0.32000000000000001,1.8300000000000001,3.25,0.80000000000000004,3.3900000000000001,625,1,class_1
121,11.56,2.0499999999999998,3.23,28.5,119,3.1800000000000002,5.0800000000000001,0.46999999999999997,1.8700000000000001,6,0.93000000000000005,3.6899999999999999,465,1,class_1
122,12.42,4.4299999999999997,2.73,26.5,102,2.2000000000000002,2.1299999999999999,0.42999999999999999,1.71,2.0800000000000001,0.92000000000000004,3.1200000000000001,365,1,class_1
123,13.050000000000001,5.7999999999999998,2.1299999999999999,21.5,86,2.6200000000000001,2.6499999999999999,0.29999999999999999,2.0099999999999998,2.6000000000000001,0.72999999999999998,3.1000000000000001,380,1,class_1
124,11.869999999999999,4.3099999999999996,2.3900000000000001,21,82,2.8599999999999999,3.0299999999999998,0.20999999999999999,2.9100000000000001,2.7999999999999998,0.75,3.6400000000000001,380,1,class_1
125,12.07,2.1600000000000001,2.1699999999999999,21,85,2.6000000000000001,2.6499999999999999,0.37,1.3500000000000001,2.7599999999999998,0.85999999999999999,3.2799999999999998,378,1,class_1
126,12.43,1.53,2.29,21.5,86,2.7400000000000002,3.1499999999999999,0.39000000000000001,1.77,3.9399999999999999,0.68999999999999995,2.8399999999999999,352,1,class_1
127,11.789999999999999,2.1299999999999999,2.7799999999999998,28.5,92,2.1299999999999999,2.2400000000000002,0.57999999999999996,1.76,3,0.96999999999999997,2.4399999999999999,466,1,class_1
128,12.369999999999999,1.6299999999999999,2.2999999999999998,24.5,88,2.2200000000000002,2.4500000000000002,0.40000000000000002,1.8999999999999999,2.1200000000000001,0.89000000000000001,2.7799999999999998,342,1,class_1
129,12.039999999999999,4.2999999999999998,2.3799999999999999,22,80,2.1000000000000001,1.75,0.41999999999999998,1.3500000000000001,2.6000000000000001,0.79000000000000004,2.5699999999999998,580,1,class_1
130,12.859999999999999,1.3500000000000001,2.3199999999999998,18,122,1.51,1.25,0.20999999999999999,0.93999999999999995,4.0999999999999996,0.76000000000000001,1.29,630,2,class_2
131,12.880000000000001,2.9900000000000002,2.3999999999999999,20,104,1.3,1.22,0.23999999999999999,0.82999999999999996,5.4000000000000004,0.73999999999999999,1.4199999999999999,530,2,class_2
132,12.81,2.3100000000000001,2.3999999999999999,24,98,1.1499999999999999,1.0900000000000001,0.27000000000000002,0.82999999999999996,5.7000000000000002,0.66000000000000003,1.3600000000000001,560,2,class_2
133,12.699999999999999,3.5499999999999998,2.3599999999999999,21.5,106,1.7,1.2,0.17000000000000001,0.83999999999999997,5,0.78000000000000003,1.29,600,2,class_2
134,12.51,1.24,2.25,17.5,85,2,0.57999999999999996,0.59999999999999998,1.25,5.4500000000000002,0.75,1.51,650,2,class_2
135,12.6,2.46,2.2000000000000002,18.5,94,1.6200000000000001,0.66000000000000003,0.63,0.93999999999999995,7.0999999999999996,0.72999999999999998,1.5800000000000001,695,2,class_2
136,12.25,4.7199999999999998,2.54,21,89,1.3799999999999999,0.46999999999999997,0.53000000000000003,0.80000000000000004,3.8500000000000001,0.75,1.27,720,2,class_2
137,12.529999999999999,5.5099999999999998,2.6400000000000001,25,96,1.79,0.59999999999999998,0.63,1.1000000000000001,5,0.81999999999999995,1.6899999999999999,515,2,class_2
138,13.49,3.5899999999999999,2.1899999999999999,19.5,88,1.6200000000000001,0.47999999999999998,0.57999999999999996,0.88,5.7000000000000002,0.81000000000000005,1.8200000000000001,580,2,class_2
139,12.84,2.96,2.6099999999999999,24,101,2.3199999999999998,0.59999999999999998,0.53000000000000003,0.81000000000000005,4.9199999999999999,0.89000000000000001,2.1499999999999999,590,2,class_2
140,12.93,2.8100000000000001,2.7000000000000002,21,96,1.54,0.5,0.53000000000000003,0.75,4.5999999999999996,0.77000000000000002,2.3100000000000001,600,2,class_2
141,13.359999999999999,2.5600000000000001,2.3500000000000001,20,89,1.3999999999999999,0.5,0.37,0.64000000000000001,5.5999999999999996,0.69999999999999996,2.4700000000000002,780,2,class_2
142,13.52,3.1699999999999999,2.7200000000000002,23.5,97,1.55,0.52000000000000002,0.5,0.55000000000000004,4.3499999999999996,0.89000000000000001,2.0600000000000001,520,2,class_2
143,13.619999999999999,4.9500000000000002,2.3500000000000001,20,92,2,0.80000000000000004,0.46999999999999997,1.02,4.4000000000000004,0.91000000000000003,2.0499999999999998,550,2,class_2
144,12.25,3.8799999999999999,2.2000000000000002,18.5,112,1.3799999999999999,0.78000000000000003,0.28999999999999998,1.1399999999999999,8.2100000000000009,0.65000000000000002,2,855,2,class_2
145,13.16,3.5699999999999998,2.1499999999999999,21,102,1.5,0.55000000000000004,0.42999999999999999,1.3,4,0.59999999999999998,1.6799999999999999,830,2,class_2
146,13.880000000000001,5.04,2.23,20,80,0.97999999999999998,0.34000000000000002,0.40000000000000002,0.68000000000000005,4.9000000000000004,0.57999999999999996,1.3300000000000001,415,2,class_2
147,12.869999999999999,4.6100000000000003,2.48,21.5,86,1.7,0.65000000000000002,0.46999999999999997,0.85999999999999999,7.6500000000000004,0.54000000000000004,1.8600000000000001,625,2,class_2
148,13.32,3.2400000000000002,2.3799999999999999,21.5,92,1.9299999999999999,0.76000000000000001,0.45000000000000001,1.25,8.4199999999999999,0.55000000000000004,1.6200000000000001,650,2,class_2
149,13.08,3.8999999999999999,2.3599999999999999,21.5,113,1.4099999999999999,1.3899999999999999,0.34000000000000002,1.1399999999999999,9.4000000000000004,0.56999999999999995,1.3300000000000001,550,2,class_2
150,13.5,3.1200000000000001,2.6200000000000001,24,123,1.3999999999999999,1.5700000000000001,0.22,1.25,8.5999999999999996,0.58999999999999997,1.3,500,2,class_2
151,12.789999999999999,2.6699999999999999,2.48,22,112,1.48,1.3600000000000001,0.23999999999999999,1.26,10.800000000000001,0.47999999999999998,1.47,480,2,class_2
